,location,bhk,total_sqft,bath,price,encoded_loc
4575,Electronic City Phase II,2,1031.0,2.0,53.0,75
4576,others,2,1060.0,2.0,37.0,230
4577,others,2,1100.0,2.0,61.0,230
4578,Hennur Road,3,1250.0,2.0,77.88,96
4579,Seegehalli,3,1420.0,2.0,46.0,198
4580,others,3,1942.0,3.0,155.0,230
4581,Haralur Road,3,1985.0,3.0,130.0,90
4582,Sarjapur  Road,1,950.0,1.0,39.9,194
4583,others,3,1200.0,4.0,80.0,230
4584,Green Glen Layout,3,1752.0,3.0,105.0,83
4585,Old Madras Road,3,1480.0,2.0,84.0,177
4586,Sarjapur  Road,3,1826.0,3.0,130.0,194
4587,8th Phase JP Nagar,2,1035.0,2.0,39.33,7
4588,Sarjapur  Road,4,2600.0,4.0,98.0,194
4589,Kasavanhalli,3,1667.0,3.0,92.0,130
4590,Thanisandra,2,934.0,2.0,55.0,209
4591,JP Nagar,3,1576.0,3.0,69.34,109
4592,Mahadevpura,3,1620.0,2.0,76.0,156
4593,Electronic City,2,1070.0,2.0,47.0,74
4594,Hosur Road,5,3600.0,5.0,180.0,104
4595,Uttarahalli,3,1280.0,2.0,60.0,216
4596,others,2,1400.0,2.0,60.0,230
4597,others,2,1330.0,2.0,64.0,230
4598,Electronic City Phase II,3,1611.0,2.0,48.33,75
4599,Whitefield,3,1405.0,3.0,58.0,224
4600,others,3,1515.0,3.0,90.0,230
4601,Thigalarapalya,3,1830.0,4.0,150.0,210
4602,Kaggadasapura,3,1710.0,3.0,60.0,118
4603,BTM Layout,2,935.0,2.0,51.5,23
4604,Jakkur,3,2197.0,3.0,136.0,110
4605,Yeshwanthpur,3,1678.0,3.0,92.13,229
4606,Brookefield,3,1410.0,2.0,80.0,51
4607,Jakkur,2,1125.0,2.0,65.0,110
4608,Magadi Road,3,1191.0,2.0,55.38,155
4609,Thubarahalli,2,1200.0,2.0,79.0,211
4610,CV Raman Nagar,3,1525.0,2.0,67.0,53
4611,Seegehalli,2,920.0,2.0,27.0,198
4612,Chikkabanavar,2,600.0,1.0,25.0,58
4613,Thanisandra,2,1185.0,2.0,44.0,209
4614,Electronics City Phase 1,2,1190.0,2.0,68.0,76
4615,Whitefield,4,2856.0,5.0,158.5,224
4616,Whitefield,2,1355.0,2.0,73.0,224
4617,KR Puram,2,1200.0,1.0,65.0,115
4618,Kundalahalli,4,7000.0,4.0,550.0,150
4619,Yelahanka New Town,1,500.0,2.0,24.0,227
4620,Bommasandra Industrial Area,3,1250.0,3.0,50.0,49
4621,Uttarahalli,3,1480.0,2.0,58.0,216
4622,KR Puram,3,1583.0,2.0,70.445,115
4623,others,2,1206.0,2.0,53.0,230
4624,Hosakerehalli,2,925.0,2.0,46.5,102
4625,8th Phase JP Nagar,2,909.0,2.0,40.9,7
4626,Brookefield,2,1100.0,2.0,55.0,51
4627,Raja Rajeshwari Nagar,2,1306.0,2.0,44.17,184
4628,others,4,1200.0,4.0,95.0,230
4629,Kalena Agrahara,1,610.0,1.0,39.0,121
4630,Yelahanka,3,1484.0,2.0,56.4,226
4631,Ramamurthy Nagar,2,1125.0,2.0,47.0,188
4632,Whitefield,4,2882.0,5.0,158.0,224
4633,Kundalahalli,3,2075.0,3.0,115.0,150
4634,others,2,1250.0,2.0,58.0,230
4635,Horamavu Banaswadi,2,1272.0,2.0,51.5,99
4636,others,2,625.0,2.0,24.0,230
4637,1st Phase JP Nagar,1,840.0,2.0,50.0,1
4638,Hennur Road,4,2502.0,4.0,180.0,96
4639,Rayasandra,1,583.0,1.0,26.9,189
4640,others,2,900.0,2.0,27.0,230
4641,Kanakapura,3,2200.0,3.0,121.0,126
4642,Whitefield,1,750.0,1.0,51.0,224
4643,Marathahalli,3,1600.0,3.0,58.0,161
4644,Chikkalasandra,3,1365.0,2.0,49.0,59
4645,others,3,1300.0,3.0,64.0,230
4646,others,1,1200.0,1.0,69.0,230
4647,Vishwapriya Layout,3,1250.0,3.0,38.0,222
4648,Kaggadasapura,3,1500.0,3.0,75.0,118
4649,Banashankari Stage V,3,1510.0,3.0,47.57,29
4650,7th Phase JP Nagar,2,1187.0,2.0,59.0,6
4651,Kundalahalli,2,1120.0,2.0,53.76,150
4652,Whitefield,2,1115.0,2.0,34.555,224
4653,others,3,1717.0,3.0,99.0,230
4654,others,3,2099.0,3.0,95.0,230
4655,Kasturi Nagar,2,1100.0,2.0,58.0,131
4656,others,1,1200.0,1.0,48.0,230
4657,Bannerghatta Road,3,1465.0,2.0,45.87,34
4658,Kothanur,1,1500.0,1.0,75.0,146
4659,Haralur Road,3,1255.0,2.0,90.0,90
4660,5th Phase JP Nagar,2,1220.0,2.0,88.0,4
4661,Sultan Palaya,3,1765.0,3.0,80.0,206
4662,Bellandur,2,1281.0,2.0,87.0,40
4663,Kaggadasapura,2,1215.0,2.0,43.0,118
4664,Ananth Nagar,4,1200.0,3.0,87.0,16
4665,Mysore Road,2,1237.0,2.0,73.0,166
4666,Lakshminarayana Pura,2,1300.0,2.0,70.0,153
4667,Whitefield,2,1105.0,2.0,39.99,224
4668,Hebbal Kempapura,4,3900.0,5.0,310.0,93
4669,Banashankari,2,1186.0,2.0,65.0,26
4670,Kengeri,2,750.0,2.0,35.5,135
4671,others,3,1430.0,2.0,78.65,230
4672,Thanisandra,2,1056.0,2.0,68.0,209
4673,others,3,2108.0,3.0,85.0,230
4674,Banashankari,3,1650.0,3.0,101.0,26
4675,Electronic City Phase II,3,1220.0,3.0,36.6,75
4676,Rayasandra,2,1198.0,2.0,54.0,189
4677,others,2,1190.0,2.0,70.0,230
4678,others,2,900.0,2.0,41.0,230
4679,others,4,2690.0,4.0,185.0,230
4680,Kanakapura,2,1340.0,2.0,65.0,126
4681,Yelahanka,2,1260.0,2.0,59.2,226
4682,Talaghattapura,3,2254.0,3.0,153.0,208
4683,JP Nagar,2,820.0,2.0,45.0,109
4684,Electronic City,2,1296.0,2.0,65.0,74
4685,Uttarahalli,2,1190.0,2.0,53.55,216
4686,Whitefield,2,1173.0,2.0,77.0,224
4687,Sarjapura - Attibele Road,3,1800.0,3.0,90.0,195
4688,Yelahanka,2,1102.0,2.0,52.0,226
4689,Sarjapur,2,913.0,2.0,36.0,193
4690,Hormavu,3,1176.0,2.0,35.27,100
4691,Prithvi Layout,3,1620.0,3.0,65.0,181
4692,Billekahalli,3,2968.0,3.0,225.0,44
4693,Yelahanka,2,1519.0,2.0,65.0,226
4694,others,3,1594.0,3.0,99.0,230
4695,others,2,1250.0,2.0,68.0,230
4696,Haralur Road,2,1056.0,2.0,60.0,90
4697,Whitefield,3,1200.0,3.0,68.4,224
4698,others,2,1290.0,1.0,77.5,230
4699,others,2,1150.0,2.0,48.0,230
4700,Anekal,4,1200.0,2.0,36.0,17
4701,Gollarapalya Hosahalli,2,861.0,2.0,36.5,81
4702,Kundalahalli,2,1047.0,2.0,82.62,150
4703,others,2,1200.0,2.0,75.0,230
4704,others,2,1065.0,2.0,45.0,230
4705,Ramamurthy Nagar,2,1000.0,2.0,62.0,188
4706,Lingadheeranahalli,3,1682.0,3.0,113.0,154
4707,Harlur,3,1756.0,3.0,131.0,91
4708,Vittasandra,2,1238.0,2.0,67.32,223
4709,Dasanapura,2,814.0,2.0,42.0,63
4710,Dodda Nekkundi,2,1145.0,2.0,46.5,67
4711,Varthur,2,965.0,2.0,34.0,217
4712,others,2,750.0,2.0,36.0,230
4713,Banashankari,3,1300.0,2.0,55.0,26
4714,1st Phase JP Nagar,3,1590.0,3.0,131.0,1
4715,Begur Road,1,644.0,1.0,40.0,39
4716,Whitefield,2,982.0,2.0,37.0,224
4717,Indira Nagar,2,1260.0,2.0,100.0,108
4718,Rayasandra,3,1555.0,3.0,75.17,189
4719,Kaggadasapura,2,1225.0,2.0,48.0,118
4720,Electronics City Phase 1,2,1085.0,2.0,46.0,76
4721,Thanisandra,3,1595.0,3.0,110.0,209
4722,Raja Rajeshwari Nagar,2,1196.0,2.0,40.44,184
4723,Yelahanka,3,1859.0,3.0,108.0,226
4724,9th Phase JP Nagar,2,1079.0,2.0,60.0,8
4725,Whitefield,2,1118.0,2.0,42.0,224
4726,CV Raman Nagar,2,1198.0,2.0,60.0,53
4727,Thigalarapalya,3,1830.0,4.0,135.0,210
4728,Banashankari Stage VI,2,1160.0,2.0,59.0,30
4729,others,3,2070.0,3.0,135.0,230
4730,Kannamangala,2,957.0,2.0,52.5,128
4731,Bannerghatta Road,2,1268.0,2.0,69.0,34
4732,Bannerghatta Road,3,1450.0,2.0,87.0,34
4733,others,3,1600.0,2.0,75.0,230
4734,Uttarahalli,3,1330.0,2.0,57.0,216
4735,Jakkur,3,1355.0,2.0,65.0,110
4736,others,2,1100.0,2.0,38.49,230
4737,Chikkalasandra,2,1075.0,2.0,46.76,59
4738,others,2,800.0,2.0,55.0,230
4739,others,2,900.0,1.0,44.0,230
4740,Haralur Road,2,1140.0,2.0,42.0,90
4741,Padmanabhanagar,3,1710.0,2.0,90.63,178
4742,Talaghattapura,3,2106.0,3.0,148.0,208
4743,others,3,3800.0,2.0,130.0,230
4744,Marathahalli,2,1602.0,2.0,104.0,161
4745,Sarjapur  Road,3,1660.0,2.0,116.0,194
4746,Electronic City Phase II,3,1549.0,3.0,80.0,75
4747,Marathahalli,1,700.0,1.0,38.0,161
4748,Balagere,2,1012.0,2.0,64.0,25
4749,Whitefield,2,1216.0,2.0,69.0,224
4750,Electronic City Phase II,2,1065.0,2.0,56.13,75
4751,Thanisandra,3,1411.0,3.0,93.15,209
4752,Pai Layout,2,1400.0,2.0,57.5,179
4753,Haralur Road,2,1245.0,2.0,62.0,90
4754,Vidyaranyapura,2,1000.0,2.0,35.0,219
4755,Panathur,3,1580.0,3.0,71.89,180
4756,Subramanyapura,3,1800.0,3.0,90.0,205
4757,Kothannur,3,1275.0,3.0,44.0,145
4758,Kasavanhalli,3,1494.0,3.0,82.0,130
4759,Bhoganhalli,3,1949.0,3.0,129.0,43
4760,BTM Layout,2,1020.0,2.0,46.5,23
4761,Mysore Road,2,883.0,2.0,45.0,166
4762,others,3,2010.0,3.0,125.0,230
4763,Yeshwanthpur,2,1240.0,2.0,80.0,229
4764,6th Phase JP Nagar,2,1213.0,2.0,63.0,5
4765,Hegde Nagar,3,1835.0,3.0,88.0,94
4766,Bannerghatta Road,4,2932.0,5.0,195.0,34
4767,Whitefield,4,3425.0,5.0,250.0,224
4768,Gottigere,2,945.0,2.0,45.0,82
4769,others,3,1504.0,2.0,100.0,230
4770,Harlur,3,1755.0,3.0,130.0,91
4771,Vijayanagar,3,1760.0,3.0,140.0,220
4772,Hoodi,2,1240.0,2.0,43.94,97
4773,Electronics City Phase 1,3,1450.0,3.0,72.54,76
4774,5th Phase JP Nagar,2,1000.0,2.0,48.0,4
4775,Shivaji Nagar,1,3820.0,1.0,306.0,200
4776,Thyagaraja Nagar,5,2000.0,4.0,145.0,212
4777,Choodasandra,2,1215.0,2.0,59.0,60
4778,Yelachenahalli,3,1330.0,3.0,73.5,225
4779,Raja Rajeshwari Nagar,2,1178.0,2.0,75.0,184
4780,Bellandur,3,2000.0,3.0,85.0,40
4781,Dasarahalli,3,2400.0,2.0,152.0,64
4782,Sarjapur  Road,3,1700.0,3.0,108.0,194
4783,Jigani,3,1200.0,3.0,65.0,113
4784,others,3,1500.0,3.0,72.0,230
4785,Kanakpura Road,3,1737.0,3.0,85.0,127
4786,others,3,1280.0,2.0,48.0,230
4787,CV Raman Nagar,2,1560.0,2.0,85.0,53
4788,Kambipura,2,883.0,2.0,44.0,123
4789,Kengeri Satellite Town,2,750.0,2.0,33.0,136
4790,Brookefield,4,2400.0,3.0,140.0,51
4791,others,2,900.0,2.0,45.0,230
4792,Hormavu,2,1030.0,2.0,49.35,100
4793,Hennur Road,3,1831.0,3.0,110.0,96
4794,others,2,1095.0,2.0,38.33,230
4795,Sarjapur  Road,3,1272.5,2.0,40.72,194
4796,7th Phase JP Nagar,2,1000.0,2.0,61.0,6
4797,Budigere,3,1820.0,3.0,85.4,52
4798,Bisuvanahalli,3,1075.0,2.0,41.0,46
4799,TC Palaya,3,1500.0,3.0,83.0,207
4800,Electronics City Phase 1,1,360.0,1.0,16.9,76
4801,Kadugodi,1,925.0,1.0,40.7,117
4802,Electronic City,2,1140.0,2.0,70.93,74
4803,others,2,1145.0,2.0,58.4,230
4804,others,3,1862.0,3.0,120.0,230
4805,Devarachikkanahalli,2,947.0,2.0,43.0,66
4806,Kalena Agrahara,2,1120.0,2.0,40.0,121
4807,others,3,2700.0,3.0,200.0,230
4808,Kaggadasapura,3,1805.0,2.0,75.0,118
4809,others,3,1677.0,3.0,98.0,230
4810,Uttarahalli,3,1560.0,3.0,74.0,216
4811,Arekere,3,2060.0,3.0,150.0,20
4812,Koramangala,3,1716.0,2.0,115.0,144
4813,Harlur,3,1864.0,3.0,140.0,91
4814,Electronics City Phase 1,1,638.0,1.0,32.0,76
4815,Chandapura,2,937.0,2.0,30.0,55
4816,others,3,1490.0,2.0,115.0,230
4817,Whitefield,2,1100.0,2.0,37.0,224
4818,Thigalarapalya,2,1000.0,2.0,48.53,210
4819,Horamavu Agara,2,1060.0,2.0,37.0,98
4820,Basaveshwara Nagar,2,1200.0,2.0,80.0,36
4821,Akshaya Nagar,3,1420.0,2.0,75.0,11
4822,Sarjapur  Road,3,1539.0,3.0,85.0,194
4823,others,3,1550.0,3.0,59.0,230
4824,Kasavanhalli,3,1555.0,3.0,82.0,130
4825,Seegehalli,3,1553.0,3.0,68.0,198
4826,others,3,1740.0,3.0,120.0,230
4827,OMBR Layout,3,1855.0,3.0,145.0,175
4828,others,2,1020.0,2.0,60.0,230
4829,Uttarahalli,3,1250.0,2.0,50.0,216
4830,Sanjay nagar,3,1450.0,3.0,75.0,191
4831,Thubarahalli,2,1200.0,2.0,80.0,211
4832,Haralur Road,2,1140.0,2.0,58.0,90
4833,others,1,550.0,1.0,16.0,230
4834,Bannerghatta Road,3,1450.0,3.0,44.0,34
4835,Kanakpura Road,2,700.0,2.0,35.07,127
4836,Whitefield,3,1200.0,3.0,56.0,224
4837,Yelahanka,2,1050.0,2.0,45.0,226
4838,Somasundara Palya,3,1600.0,3.0,69.0,202
4839,Bannerghatta Road,3,1625.0,2.0,75.0,34
4840,others,2,1492.0,2.0,65.0,230
4841,Whitefield,4,2856.0,5.0,157.5,224
4842,Sarjapur  Road,3,1489.0,2.0,82.0,194
4843,Kanakapura,3,1560.0,2.0,62.38,126
4844,others,3,1431.0,3.0,65.0,230
4845,Lingadheeranahalli,3,1682.0,3.0,114.0,154
4846,Panathur,2,1198.0,2.0,86.26,180
4847,Sarjapur  Road,3,1550.0,2.0,69.75,194
4848,Kodichikkanahalli,2,1026.0,2.0,45.0,138
4849,Hennur,3,1260.0,2.0,52.0,95
4850,others,2,690.0,2.0,42.0,230
4851,Sarakki Nagar,4,1200.0,4.0,85.0,192
4852,Attibele,3,2400.0,3.0,120.0,21
4853,Thubarahalli,2,1200.0,2.0,79.55,211
4854,Sarjapur  Road,3,1186.0,2.0,40.0,194
4855,Thanisandra,2,1039.0,2.0,39.5,209
4856,Gottigere,5,1500.0,4.0,100.0,82
4857,Malleshwaram,3,2520.0,3.0,150.0,160
4858,Brookefield,2,1225.0,2.0,66.5,51
4859,Bommanahalli,2,1350.0,2.0,72.0,47
4860,Whitefield,3,1550.0,2.0,49.6,224
4861,Hoodi,3,1490.0,3.0,79.0,97
4862,others,3,1520.0,3.0,111.0,230
4863,others,3,1391.0,2.0,64.5,230
4864,Rachenahalli,2,1200.0,2.0,50.0,183
4865,others,4,1200.0,4.0,86.0,230
4866,Yelahanka,2,1322.0,2.0,80.0,226
4867,Whitefield,3,2173.0,3.0,128.0,224
4868,Sarjapur  Road,2,1200.0,2.0,75.0,194
4869,Thubarahalli,2,1200.0,2.0,47.0,211
4870,Mysore Road,2,1170.0,2.0,65.0,166
4871,NRI Layout,2,1125.0,2.0,45.56,168
4872,Devanahalli,1,698.5,1.0,28.57,65
4873,others,2,1250.0,2.0,90.0,230
4874,Yelahanka,3,1075.0,2.0,36.0,226
4875,Whitefield,3,1435.0,3.0,45.0,224
4876,Electronics City Phase 1,2,1175.0,2.0,64.98,76
4877,others,2,900.0,2.0,33.0,230
4878,Electronics City Phase 1,1,585.0,1.0,21.0,76
4879,Jigani,4,3170.0,5.0,230.0,113
4880,Thanisandra,2,1220.0,2.0,42.0,209
4881,Bannerghatta Road,2,960.0,2.0,58.0,34
4882,NGR Layout,1,907.0,1.0,38.0,167
4883,Old Madras Road,2,1210.0,2.0,74.0,177
4884,others,2,1230.0,2.0,70.0,230
4885,5th Phase JP Nagar,3,1350.0,2.0,75.0,4
4886,Kenchenahalli,2,1150.0,2.0,58.0,134
4887,Sarjapur,3,1404.0,2.0,53.35,193
4888,OMBR Layout,2,1050.0,2.0,48.0,175
4889,Yelahanka,2,1285.0,2.0,56.0,226
4890,Hormavu,2,1018.0,2.0,50.8,100
4891,Hoskote,3,1200.0,3.0,57.0,103
4892,others,3,1600.0,3.0,95.0,230
4893,9th Phase JP Nagar,2,1480.0,2.0,80.0,8
4894,Kaval Byrasandra,1,480.0,1.0,25.0,133
4895,Akshaya Nagar,3,1435.0,3.0,53.0,11
4896,others,1,600.0,2.0,23.0,230
4897,CV Raman Nagar,3,1590.0,2.0,85.0,53
4898,Nagavara,2,936.0,2.0,40.2,171
4899,Banashankari,2,1181.0,2.0,75.0,26
4900,Kengeri,3,1741.0,3.0,80.0,135
4901,JP Nagar,3,1750.0,3.0,123.0,109
4902,Varthur Road,2,1050.0,2.0,42.7,218
4903,Tumkur Road,2,1027.0,2.0,60.0,214
4904,Sector 2 HSR Layout,3,1600.0,3.0,70.0,196
4905,Sahakara Nagar,2,1000.0,2.0,60.0,190
4906,Varthur,2,1120.0,2.0,44.24,217
4907,others,2,1200.0,2.0,85.0,230
4908,others,2,1200.0,2.0,35.0,230
4909,Kasturi Nagar,3,1570.0,3.0,110.0,131
4910,Electronic City Phase II,2,1140.0,2.0,33.84,75
4911,Banashankari,2,1105.0,2.0,90.0,26
4912,Whitefield,1,905.0,1.0,62.0,224
4913,Kudlu Gate,2,1185.0,2.0,50.0,148
4914,Rayasandra,3,1458.0,3.0,60.0,189
4915,Hormavu,3,1555.0,3.0,75.0,100
4916,others,2,1200.0,2.0,45.0,230
4917,Sarjapur  Road,2,1308.0,2.0,58.86,194
4918,Kudlu,2,1024.0,2.0,44.0,147
4919,Kanakapura,3,1450.0,3.0,75.0,126
4920,Seegehalli,3,1639.0,3.0,120.0,198
4921,Hennur Road,2,1232.0,2.0,87.0,96
4922,others,3,2000.0,4.0,130.0,230
4923,Jakkur,2,1230.0,2.0,79.0,110
4924,KR Puram,2,1076.0,2.0,67.0,115
4925,others,3,995.0,2.0,34.82,230
4926,Electronic City,2,1096.0,2.0,40.55,74
4927,Horamavu Agara,2,1107.83,2.0,41.51,98
4928,8th Phase JP Nagar,3,1431.5,3.0,72.02,7
4929,Whitefield,2,1320.0,2.0,99.26,224
4930,Whitefield,3,2901.0,4.0,190.0,224
4931,GM Palaya,3,1315.0,2.0,65.0,78
4932,others,2,1000.0,2.0,44.0,230
4933,Hosakerehalli,3,1596.0,3.0,79.8,102
4934,Bannerghatta Road,3,1750.0,3.0,130.0,34
4935,Old Madras Road,3,1350.0,3.0,47.25,177
4936,others,2,1175.0,2.0,79.0,230
4937,Talaghattapura,2,921.0,2.0,29.47,208
4938,Sultan Palaya,3,1713.0,3.0,125.0,206
4939,others,2,1200.0,2.0,43.0,230
4940,8th Phase JP Nagar,3,1900.0,4.0,90.0,7
4941,Kudlu Gate,3,1664.0,3.0,68.0,148
4942,Binny Pete,3,1795.0,3.0,139.0,45
4943,Kereguddadahalli,1,600.0,1.0,19.5,137
4944,Hoodi,2,1240.0,2.0,65.0,97
4945,Hegde Nagar,3,1965.0,4.0,132.0,94
4946,Electronics City Phase 1,2,1200.0,2.0,59.76,76
4947,others,2,1112.0,2.0,68.0,230
4948,Mahadevpura,2,1136.0,2.0,64.5,156
4949,Jigani,2,914.0,2.0,55.0,113
4950,Rachenahalli,2,1050.0,2.0,47.25,183
4951,Marathahalli,3,1385.0,2.0,68.5,161
4952,others,2,990.0,2.0,35.0,230
4953,Yelahanka,2,845.0,2.0,43.0,226
4954,Whitefield,2,1485.0,2.0,96.51,224
4955,Kanakapura,3,1460.0,2.0,43.79,126
4956,Thanisandra,2,1450.0,2.0,57.0,209
4957,HSR Layout,3,1360.0,2.0,53.0,89
4958,Singasandra,2,1375.0,2.0,58.0,201
4959,Uttarahalli,2,1125.0,2.0,48.0,216
4960,7th Phase JP Nagar,3,1460.0,2.0,100.0,6
4961,others,2,1107.0,2.0,40.0,230
4962,others,2,1158.0,2.0,75.0,230
4963,Yelachenahalli,2,800.0,1.0,30.0,225
4964,Bhoganhalli,3,1760.0,3.0,128.0,43
4965,others,4,3200.0,4.0,200.0,230
4966,TC Palaya,3,1350.0,3.0,60.0,207
4967,BTM Layout,3,1600.0,3.0,112.0,23
4968,others,2,1200.0,2.0,90.0,230
4969,Whitefield,3,1755.0,3.0,101.0,224
4970,Hulimavu,2,1200.0,2.0,50.0,105
4971,others,2,1200.0,2.0,67.0,230
4972,others,2,1266.67,2.0,69.0,230
4973,others,3,1300.0,3.0,64.0,230
4974,Mysore Road,2,1029.5,2.0,50.855,166
4975,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0,184
4976,others,2,2000.0,2.0,160.0,230
4977,Panathur,2,1210.0,2.0,80.0,180
4978,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0,184
4979,Sarjapur  Road,2,920.0,2.0,40.0,194
4980,Munnekollal,3,1750.0,3.0,86.5,164
4981,Dasanapura,2,1163.0,2.0,65.0,63
4982,others,3,1800.0,3.0,95.0,230
4983,CV Raman Nagar,2,1100.0,2.0,58.0,53
4984,R.T. Nagar,2,1200.0,2.0,60.0,182
4985,others,3,1410.0,3.0,65.0,230
4986,Begur Road,3,1933.0,3.0,98.0,39
4987,Begur Road,2,1200.0,2.0,45.6,39
4988,Whitefield,3,1608.0,2.0,63.0,224
4989,Horamavu Banaswadi,2,1156.0,2.0,46.9,99
4990,others,2,1230.0,2.0,75.0,230
4991,Kasavanhalli,1,770.0,1.0,43.82,130
4992,Ardendale,3,1777.26,3.0,105.0,19
4993,Kanakpura Road,2,1339.0,2.0,85.0,127
4994,Sarjapur  Road,3,3044.0,3.0,183.0,194
4995,others,2,1080.0,2.0,44.8,230
4996,others,2,2400.0,2.0,135.0,230
4997,Hulimavu,3,1450.0,3.0,72.0,105
4998,Kothanur,2,1075.0,2.0,53.0,146
4999,Sarjapur  Road,3,1163.0,2.0,62.0,194
5000,Hebbal,2,1299.0,2.0,100.0,92
5001,HRBR Layout,2,1170.0,2.0,75.0,88
5002,JP Nagar,3,2195.0,2.0,152.0,109
5003,Yelahanka,4,2600.0,4.0,175.0,226
5004,KR Puram,2,1140.0,2.0,43.32,115
5005,Kanakpura Road,3,1900.0,3.0,125.0,127
5006,Electronic City,2,1110.0,2.0,39.95,74
5007,HBR Layout,2,1089.0,2.0,60.0,87
5008,others,2,880.0,2.0,48.0,230
5009,Kereguddadahalli,2,1080.0,2.0,32.0,137
5010,Thanisandra,2,1093.0,2.0,68.1,209
5011,Banashankari Stage III,3,1480.0,3.0,75.48,28
5012,Hegde Nagar,3,1703.0,3.0,125.0,94
5013,Hebbal,2,1200.0,2.0,60.0,92
5014,Marathahalli,3,1690.0,3.0,116.0,161
5015,Yelahanka,2,1305.0,2.0,78.0,226
5016,Talaghattapura,3,1257.0,2.0,40.22,208
5017,others,2,1150.0,2.0,45.0,230
5018,others,2,1194.0,2.0,55.0,230
5019,others,3,2000.0,3.0,90.0,230
5020,Anekal,3,1500.0,4.0,99.0,17
5021,others,2,1025.0,2.0,42.5,230
5022,Horamavu Agara,2,980.0,2.0,38.19,98
5023,Whitefield,3,2225.0,3.0,149.0,224
5024,others,2,1022.0,2.0,57.0,230
5025,others,2,1153.0,2.0,45.0,230
5026,Pai Layout,2,1175.0,2.0,60.0,179
5027,Vidyaranyapura,3,1560.0,3.0,68.0,219
5028,Billekahalli,2,1350.0,3.0,55.0,44
5029,others,2,1200.0,2.0,76.0,230
5030,others,2,1200.0,1.0,54.0,230
5031,Chandapura,2,800.0,2.0,25.0,55
5032,Electronic City,4,2093.0,4.0,104.0,74
5033,Bannerghatta Road,2,1275.0,2.0,73.0,34
5034,Begur Road,2,1215.0,2.0,43.13,39
5035,Begur Road,3,1444.0,2.0,71.5,39
5036,others,2,950.0,2.0,38.0,230
5037,Banashankari Stage II,3,1240.0,2.0,59.52,27
5038,Hennur,2,1231.0,2.0,50.0,95
5039,Yeshwanthpur,3,1713.0,3.0,110.0,229
5040,Sarjapur  Road,3,3004.0,4.0,158.0,194
5041,Sonnenahalli,3,1310.0,2.0,46.0,204
5042,Jalahalli,2,790.0,2.0,49.5,111
5043,others,3,1605.0,3.0,100.0,230
5044,Whitefield,2,1250.0,2.0,82.0,224
5045,Subramanyapura,3,1260.0,2.0,76.0,205
5046,Yelahanka,2,1180.0,2.0,56.0,226
5047,Uttarahalli,3,1255.0,2.0,50.19,216
5048,Electronic City,2,1025.0,2.0,53.9,74
5049,Sarjapur  Road,3,1877.0,4.0,150.0,194
5050,Hennur,5,2500.0,5.0,125.0,95
5051,others,3,1542.0,3.0,98.0,230
5052,others,2,1012.0,2.0,42.0,230
5053,Chandapura,2,1200.0,2.0,65.0,55
5054,Sarjapur  Road,2,1115.0,2.0,43.0,194
5055,Green Glen Layout,3,1680.0,4.0,95.0,83
5056,Old Madras Road,2,1171.0,2.0,72.0,177
5057,Tumkur Road,2,1027.0,2.0,68.62,214
5058,Shampura,3,1700.0,3.0,75.0,199
5059,Kanakapura,2,1090.0,2.0,38.15,126
5060,Hennur Road,2,1232.0,2.0,74.0,96
5061,Anekal,2,766.0,2.0,28.0,17
5062,Kanakpura Road,1,525.0,1.0,27.0,127
5063,Hosa Road,3,1576.0,3.0,109.0,101
5064,Choodasandra,3,1254.0,2.0,65.0,60
5065,others,5,3600.0,5.0,110.0,230
5066,Kanakpura Road,3,1593.0,3.0,118.0,127
5067,others,2,1333.0,2.0,77.27,230
5068,Raja Rajeshwari Nagar,3,1375.0,2.0,54.99,184
5069,Ardendale,3,1650.0,3.0,82.0,19
5070,Thanisandra,3,1430.0,2.0,51.48,209
5071,Electronic City,2,940.0,2.0,54.0,74
5072,Electronic City,1,435.0,1.0,21.0,74
5073,Begur Road,2,1160.0,2.0,36.54,39
5074,Electronic City,3,1500.0,2.0,77.5,74
5075,Koramangala,3,1890.0,2.0,100.0,144
5076,others,2,1050.0,2.0,70.0,230
5077,Haralur Road,2,1027.0,2.0,43.0,90
5078,Whitefield,3,1495.0,2.0,61.28,224
5079,Seegehalli,3,3000.0,4.0,235.0,198
5080,Tumkur Road,3,1459.0,2.0,95.0,214
5081,Yelahanka,3,1711.0,3.0,85.61,226
5082,Hoodi,2,1250.0,2.0,98.0,97
5083,Anandapura,2,875.0,2.0,57.0,15
5084,Ramamurthy Nagar,2,1334.0,2.0,67.0,188
5085,Thigalarapalya,3,2072.0,4.0,160.0,210
5086,Kengeri Satellite Town,2,920.0,2.0,39.0,136
5087,Chandapura,2,778.0,2.0,25.29,55
5088,Nagasandra,4,1310.0,3.0,95.0,170
5089,Electronic City,3,1631.0,3.0,80.0,74
5090,Kanakpura Road,1,525.0,1.0,27.5,127
5091,Jalahalli,3,1395.0,3.0,82.0,111
5092,others,3,2000.0,3.0,105.0,230
5093,Hennur Road,2,1232.0,2.0,66.0,96
5094,others,2,1075.0,2.0,55.0,230
5095,Gubbalala,2,1205.0,2.0,70.0,84
5096,Rayasandra,3,1179.0,2.0,55.0,189
